relation,display_relation,x_id,x_name,x_type,y_id,y_name,y_type
disease_protein,associated with,4998,ORC1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5052,PRDX1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5105,PCK1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5155,PDGFB,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5157,PDGFRL,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5166,PDK4,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5199,CFP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5218,CDK14,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5226,PGD,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5230,PGK1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5243,ABCB1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5244,ABCB4,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5245,PHB,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5265,SERPINA1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5267,SERPINA4,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5290,PIK3CA,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5307,PITX1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5315,PKM,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5317,PKP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5347,PLK1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5468,PPARG,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5469,MED1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5502,PPP1R1A,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5728,PTEN,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5743,PTGS2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5745,PTH1R,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5747,PTK2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5836,PYGL,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5858,PZP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5879,RAC1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5914,RARA,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,5925,RB1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6091,ROBO1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6194,RPS6,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6197,RPS6KA3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6240,RRM1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6241,RRM2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6319,SCD,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6348,CCL3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6358,CCL14,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6387,CXCL12,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6422,SFRP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6469,SHH,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6502,SKP2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6513,SLC2A1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6514,SLC2A2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6528,SLC5A5,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6580,SLC22A1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6648,SOD2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6720,SREBF1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6721,SREBF2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6756,SSX1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6772,STAT1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6775,STAT4,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6790,AURKA,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6888,TALDO1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6927,HNF1A,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,6941,TCF19,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7001,PRDX2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7015,TERT,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7039,TGFA,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7040,TGFB1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7053,TGM3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7054,TH,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7070,THY1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7083,TK1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7099,TLR4,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7124,TNF,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7153,TOP2A,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7157,TP53,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7248,TSC1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7263,TST,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7272,TTK,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7298,TYMS,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7325,UBE2E2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7345,UCHL1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7372,UMPS,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7376,NR1H2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7412,VCAM1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7433,VIPR1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7538,ZFP36,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7546,ZIC2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7571,ZNF23,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7832,BTG2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,7980,TFPI2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8208,CHAF1B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8289,ARID1A,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8312,AXIN1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8313,AXIN2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8318,CDC45,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8406,SRPX,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8407,TAGLN2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8431,NR0B2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8438,RAD54L,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8547,FCN3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8660,IRS2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8667,EIF3H,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8685,MARCO,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8720,MBTPS1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8743,TNFSF10,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8805,TRIM24,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8821,INPP4B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8826,IQGAP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8835,SOCS2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8862,APLN,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,8900,CCNA1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9021,SOCS3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9055,PRC1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9077,DIRAS3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9088,PKMYT1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9099,USP2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9133,CCNB2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9156,EXO1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9212,AURKB,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9227,LRAT,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9232,PTTG1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9319,TRIP13,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9332,CD163,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9353,SLIT2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9493,KIF23,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9510,ADAMTS1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9518,GDF15,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9547,CXCL14,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9588,PRDX6,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9636,ISG15,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9681,DEPDC5,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9757,KMT2B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9768,PCLAF,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9787,DLGAP5,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9824,ARHGAP11A,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9829,DNAJC6,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9833,MELK,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9837,GINS1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9920,KBTBD11,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9928,KIF14,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9965,FGF19,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,9971,NR1H4,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10024,TROAP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10112,KIF20A,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10293,TRAIP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10332,CLEC4M,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10403,NDC80,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10413,YAP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10460,TACC3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10468,FST,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10476,ATP5PD,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10486,CAP2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10533,ATG7,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10537,UBD,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10553,HTATIP2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10584,COLEC10,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10642,IGF2BP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10643,IGF2BP3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10788,IQGAP2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10855,HPSE,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10894,LYVE1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10961,ERP29,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10987,COPS5,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,10990,LILRB5,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11004,KIF2C,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11065,UBE2C,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11082,ESM1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11093,ADAMTS13,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11130,ZWINT,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11185,INMT,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11315,PARK7,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11318,GPR182,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,11326,VSIG4,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,22822,PHLDA1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,22849,CPEB3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,22937,SCAP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,22974,TPX2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,22994,CEP131,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,23397,NCAPH,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,24137,KIF4A,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,25891,PAMR1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,25903,OLFML2B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,27085,MTBP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,27232,GNMT,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,28982,FLVCR1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,29089,UBE2T,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,29108,PYCARD,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,29126,CD274,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,29127,RACGAP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,29128,UHRF1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,30845,EHD3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51053,GMNN,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51085,MLXIPL,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51166,AADAT,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51179,HAO2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51191,HERC5,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51201,ZDHHC2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51203,NUSAP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51266,CLEC1B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51302,CYP39A1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51316,PLAC8,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51360,MBTPS2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51438,MAGEC2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51441,YTHDF2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51512,GTSE1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,51514,DTL,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,54443,ANLN,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,54968,TMEM70,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55143,CDCA8,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55165,CEP55,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55215,FANCI,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55227,LRRC1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55247,NEIL3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55355,HJURP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55379,LRRC59,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55388,MCM10,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55576,STAB2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55635,DEPDC1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55723,ASF1B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55789,DEPDC1B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55840,EAF2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,55872,PBK,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,56892,TCIM,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,56992,KIF15,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57016,AKR1B10,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57125,PLXDC1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57393,CLTRN,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57405,SPC25,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57492,ARID1B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57509,MTUS1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57512,GPR158,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57733,GBA3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,57817,HAMP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,58508,KMT2C,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,64151,NCAPG,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,64399,HHIP,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,64478,CSMD1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,64651,CSRNP1,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,65010,SLC26A6,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,79019,CENPM,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,79574,EPS8L3,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,79682,CENPU,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,79733,E2F8,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,79742,DIPK2B,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,79831,KDM8,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,79968,WDR76,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,80028,FBXL18,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,80168,MOGAT2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,80178,TEDC2,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,80381,CD276,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
disease_protein,associated with,81610,FAM83D,gene/protein,18534,squamous cell carcinoma of liver and intrahepatic biliary tract,disease
