id,name,type,source
DB08029,N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,drug,DrugBank
DB08030,3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,drug,DrugBank
DB08271,N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,drug,DrugBank
DB08507,N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID,drug,DrugBank
DB08643,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,drug,DrugBank
DB00972,Azelastine,drug,DrugBank
DB00204,Dofetilide,drug,DrugBank
DB00909,Zonisamide,drug,DrugBank
DB06201,Rufinamide,drug,DrugBank
DB00071,Insulin pork,drug,DrugBank
DB00244,Mesalazine,drug,DrugBank
DB00795,Sulfasalazine,drug,DrugBank
DB00945,Acetylsalicylic acid,drug,DrugBank
DB00995,Auranofin,drug,DrugBank
DB05183,MLN0415,drug,DrugBank
DB01109,Heparin,drug,DrugBank
DB06779,Dalteparin,drug,DrugBank
DB08813,Nadroparin,drug,DrugBank
DB15271,Crizanlizumab,drug,DrugBank
DB01196,Estramustine,drug,DrugBank
DB00284,Acarbose,drug,DrugBank
DB00747,Scopolamine,drug,DrugBank
DB05343,Arundic acid,drug,DrugBank
DB06941,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,drug,DrugBank
DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,drug,DrugBank
DB01003,Cromoglicic acid,drug,DrugBank
DB00551,Acetohydroxamic acid,drug,DrugBank
DB02118,CP-271485,drug,DrugBank
DB03367,PF-00356231,drug,DrugBank
DB03880,Batimastat,drug,DrugBank
DB04405,"2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid",drug,DrugBank
DB07026,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",drug,DrugBank
DB07446,N-(biphenyl-4-ylsulfonyl)-D-leucine,drug,DrugBank
DB07556,CGS-27023,drug,DrugBank
DB07683,"N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine",drug,DrugBank
DB07920,N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,drug,DrugBank
DB07921,2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,drug,DrugBank
DB07922,N-oxo-2-(phenylsulfonylamino)ethanamide,drug,DrugBank
DB08599,N-[(4-methoxyphenyl)sulfonyl]-D-alanine,drug,DrugBank
DB02007,alpha-D-glucose 6-phosphate,drug,DrugBank
DB02076,6-phospho-D-gluconic acid,drug,DrugBank
DB02093,5-phospho-D-arabinohydroxamic acid,drug,DrugBank
DB02548,D-glucitol 6-phosphate,drug,DrugBank
DB03042,5-Phosphoarabinonic Acid,drug,DrugBank
DB03581,Glucose-6-Phosphate,drug,DrugBank
DB03937,D-erythrose 4-phosphate,drug,DrugBank
DB11638,Artenimol,drug,DrugBank
DB01427,Amrinone,drug,DrugBank
DB01640,"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one",drug,DrugBank
DB01970,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",drug,DrugBank
DB07954,3-isobutyl-1-methyl-7H-xanthine,drug,DrugBank
DB01972,Guanosine-5'-Monophosphate,drug,DrugBank
DB02261,Platelet Activating Factor,drug,DrugBank
DB03633,Lpc-Ether,drug,DrugBank
DB04660,Choline alfoscerate,drug,DrugBank
DB03889,S-(N-hydroxy-N-bromophenylcarbamoyl)glutathione,drug,DrugBank
DB00252,Phenytoin,drug,DrugBank
DB00818,Propofol,drug,DrugBank
DB05232,Tetrodotoxin,drug,DrugBank
DB13520,Metergoline,drug,DrugBank
DB13908,Amylmetacresol,drug,DrugBank
DB02315,Cyclic GMP,drug,DrugBank
DB05142,ND7001,drug,DrugBank
DB08811,Tofisopam,drug,DrugBank
DB00110,Palivizumab,drug,DrugBank
DB00111,Daclizumab,drug,DrugBank
DB06404,Human C1-esterase inhibitor,drug,DrugBank
DB09228,Conestat alfa,drug,DrugBank
DB06245,Lanoteplase,drug,DrugBank
DB00020,Sargramostim,drug,DrugBank
DB00126,Ascorbic acid,drug,DrugBank
DB00191,Phentermine,drug,DrugBank
DB00752,Tranylcypromine,drug,DrugBank
DB01037,Selegiline,drug,DrugBank
DB01132,Pioglitazone,drug,DrugBank
DB01247,Isocarboxazid,drug,DrugBank
DB01367,Rasagiline,drug,DrugBank
DB01626,Pargyline,drug,DrugBank
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",drug,DrugBank
DB04677,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,drug,DrugBank
DB04820,Nialamide,drug,DrugBank
DB04832,Zimelidine,drug,DrugBank
DB07512,7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE,drug,DrugBank
DB07513,7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE,drug,DrugBank
DB08082,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,drug,DrugBank
DB08176,(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE,drug,DrugBank
DB08480,4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN,drug,DrugBank
DB08516,(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE],drug,DrugBank
DB14914,Flortaucipir F-18,drug,DrugBank
DB00805,Minaprine,drug,DrugBank
DB04017,Clorgiline,drug,DrugBank
DB04850,Posizolid,drug,DrugBank
DB05205,CX157,drug,DrugBank
DB07641,Decyl(dimethyl)phosphine oxide,drug,DrugBank
DB07919,Harmine,drug,DrugBank
DB13876,Brofaromine,drug,DrugBank
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",drug,DrugBank
DB08689,Ubiquinone Q1,drug,DrugBank
DB02731,Ethylmercurithiosalicylic acid,drug,DrugBank
DB02546,Vorinostat,drug,DrugBank
DB05223,Pracinostat,drug,DrugBank
DB11830,Mocetinostat,drug,DrugBank
DB01275,Hydralazine,drug,DrugBank
DB02342,2-Methoxyestradiol,drug,DrugBank
DB05959,ENMD-1198,drug,DrugBank
DB06082,PX-478,drug,DrugBank
DB08687,FG-2216,drug,DrugBank
DB00337,Pimecrolimus,drug,DrugBank
DB00877,Sirolimus,drug,DrugBank
DB01590,Everolimus,drug,DrugBank
DB04974,Rimiducid,drug,DrugBank
DB05210,SF1126,drug,DrugBank
DB05241,XL765,drug,DrugBank
DB06233,Ridaforolimus,drug,DrugBank
DB06287,Temsirolimus,drug,DrugBank
DB00939,Meclofenamic acid,drug,DrugBank
DB00996,Gabapentin,drug,DrugBank
DB04953,Ezogabine,drug,DrugBank
DB04376,13-Acetylphorbol,drug,DrugBank
DB05013,Ingenol mebutate,drug,DrugBank
DB00914,Phenformin,drug,DrugBank
DB00922,Levosimendan,drug,DrugBank
DB01154,Thiamylal,drug,DrugBank
DB01251,Gliquidone,drug,DrugBank
DB01289,Glisoxepide,drug,DrugBank
DB01375,Aluminium monostearate,drug,DrugBank
DB06098,PRLX 93936,drug,DrugBank
DB05364,ROX-888,drug,DrugBank
DB03740,N-acetyl-alpha-D-glucosamine,drug,DrugBank
DB04473,alpha-L-fucose,drug,DrugBank
DB04639,Biphenylalanine,drug,DrugBank
DB07371,3-(10-methyl-9-anthryl)propanoic acid,drug,DrugBank
DB07375,Etiocholanedione,drug,DrugBank
DB07441,"3-{[(9-CYANO-9,10-DIHYDRO-10-METHYLACRIDIN-9-YL)CARBONYL]AMINO}PROPANOIC ACID",drug,DrugBank
DB07672,TRANS-2-(DIMETHYLPHENYLSILYL)-PIPERIDINE-N-OXIDE,drug,DrugBank
DB07764,Fluorescin,drug,DrugBank
DB07816,N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID,drug,DrugBank
DB07881,N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE,drug,DrugBank
DB07883,(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE,drug,DrugBank
DB07909,"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL",drug,DrugBank
DB08294,2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID,drug,DrugBank
DB08296,5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID,drug,DrugBank
DB08332,9-(2-carboxyethyl)-10-methylanthracene endoperoxide,drug,DrugBank
DB08377,N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine,drug,DrugBank
DB08394,PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE,drug,DrugBank
DB08409,4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE,drug,DrugBank
DB08410,PARA-NITROBENZYL GLUTARYL GLYCINIC ACID,drug,DrugBank
DB08411,N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine,drug,DrugBank
DB08412,6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,drug,DrugBank
DB08562,4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID,drug,DrugBank
DB06273,Tocilizumab,drug,DrugBank
DB11767,Sarilumab,drug,DrugBank
DB03088,Pidolic acid,drug,DrugBank
DB02547,Guanosine-5'-Diphosphate-Rhamnose,drug,DrugBank
DB04315,Guanosine-5'-Diphosphate,drug,DrugBank
DB00536,Guanidine,drug,DrugBank
DB01812,"Adenosine 3',5'-diphosphate",drug,DrugBank
DB01842,3'-Phosphate-Adenosine-5'-Diphosphate,drug,DrugBank
DB01942,Formic acid,drug,DrugBank
DB01961,Cytidine 3'-monophosphate,drug,DrugBank
DB02098,Adenosine-2'-5'-Diphosphate,drug,DrugBank
DB02363,2'-Monophosphoadenosine-5'-Diphosphate,drug,DrugBank
DB02573,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",drug,DrugBank
DB02714,3'-Uridinemonophosphate,drug,DrugBank
DB02805,Arabinouridine 3'-phosphate,drug,DrugBank
DB02987,Cysteine-S-acetamide,drug,DrugBank
DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate,drug,DrugBank
DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],drug,DrugBank
DB03326,"Deoxycytidylyl-3',5'-guanosine",drug,DrugBank
DB03447,Uridylyl-2'-5'-phospho-adenosine,drug,DrugBank
DB03448,2'-Deoxyuridine 3'-Monophosphate,drug,DrugBank
DB03512,"Uridine-2',3'-vanadate",drug,DrugBank
DB03726,Purine Riboside-5'-Monophosphate,drug,DrugBank
DB03765,2'-cytidylic acid,drug,DrugBank
DB03792,5-Aminouracil,drug,DrugBank
DB03900,tert-butanol,drug,DrugBank
DB04272,Citric acid,drug,DrugBank
DB04514,Uridylyl-2'-5'-phospho-guanosine,drug,DrugBank
DB08596,5'-deoxy-5'-piperidin-1-ylthymidine,drug,DrugBank
DB08661,"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",drug,DrugBank
DB00622,Nicardipine,drug,DrugBank
DB01023,Felodipine,drug,DrugBank
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",drug,DrugBank
DB05098,Leptin,drug,DrugBank
DB09046,Metreleptin,drug,DrugBank
DB05398,C31G,drug,DrugBank
DB05428,Motexafin gadolinium,drug,DrugBank
DB05429,CAT-213,drug,DrugBank
DB05157,KC706,drug,DrugBank
DB05033,INCB7839,drug,DrugBank
DB06094,Apatorsen,drug,DrugBank
DB01776,M-Cresol,drug,DrugBank
DB06342,Coltuximab ravtansine,drug,DrugBank
DB09052,Blinatumomab,drug,DrugBank
DB12530,Inebilizumab,drug,DrugBank
DB13881,Tisagenlecleucel,drug,DrugBank
DB13915,Axicabtagene ciloleucel,drug,DrugBank
DB15044,Tafasitamab,drug,DrugBank
DB06474,Sibrotuzumab,drug,DrugBank
DB01050,Ibuprofen,drug,DrugBank
DB13914,Volixibat,drug,DrugBank
DB08170,"(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE",drug,DrugBank
DB08489,"N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE",drug,DrugBank
DB08493,"5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID",drug,DrugBank
DB07020,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",drug,DrugBank
DB02854,Aetiocholanolone,drug,DrugBank
DB04688,Methylecgonine,drug,DrugBank
DB07329,1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID,drug,DrugBank
DB08323,3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE,drug,DrugBank
DB08510,5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE,drug,DrugBank
DB08547,PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE,drug,DrugBank
DB08618,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,drug,DrugBank
DB02774,"1,3-Propanediol",drug,DrugBank
DB04121,Guanosine-3'-monophosphate-5'-diphosphate,drug,DrugBank
DB07348,Brefeldin A,drug,DrugBank
DB02494,(S)-3-phenyllactic acid,drug,DrugBank
DB07374,Anisomycin,drug,DrugBank
DB08437,Puromycin,drug,DrugBank
DB04602,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,drug,DrugBank
DB04805,Virginiamycin S1,drug,DrugBank
DB07766,"(2Z,3E)-2,3'-biindole-2',3(1H,1'H)-dione 3-{O-[(3R)-3,4-dihydroxybutyl]oxime}",drug,DrugBank
DB07821,"(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate",drug,DrugBank
DB03247,Flavin mononucleotide,drug,DrugBank
DB07837,"[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",drug,DrugBank
DB08191,"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",drug,DrugBank
DB07908,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,drug,DrugBank
DB08235,N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide,drug,DrugBank
DB08236,"(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",drug,DrugBank
DB03023,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",drug,DrugBank
DB08901,Ponatinib,drug,DrugBank
DB02376,"D-gluconhydroximo-1,5-lactam",drug,DrugBank
DB02471,Nojirimycine Tetrazole,drug,DrugBank
DB03389,alpha-D-Xylopyranose,drug,DrugBank
DB04282,2-deoxy-2-fluoro-α-D-glucose,drug,DrugBank
DB04564,Gluconolactone,drug,DrugBank
DB04659,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",drug,DrugBank
DB04779,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,drug,DrugBank
DB08558,"2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL",drug,DrugBank
DB00831,Trifluoperazine,drug,DrugBank
DB08703,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",drug,DrugBank
DB04522,Dexfosfoserine,drug,DrugBank
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",drug,DrugBank
DB04510,3-phospho-D-glyceric acid,drug,DrugBank
DB01818,O3-Sulfonylgalactose,drug,DrugBank
DB01979,Methyl alpha-D-mannoside,drug,DrugBank
DB02837,4-(Hydrogen sulfate)-beta-D-galactopyranose,drug,DrugBank
DB03194,Methyl beta-L-fucopyranoside,drug,DrugBank
DB03879,alpha-L-methyl-fucose,drug,DrugBank
DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine,drug,DrugBank
DB03401,"1D-myo-inositol 1,4,5-trisphosphate",drug,DrugBank
DB04400,"L-erythro-7,8-dihydrobiopterin",drug,DrugBank
DB02542,(4s)-5-Fluoro-L-Leucine,drug,DrugBank
DB02379,Beta-D-Glucose,drug,DrugBank
DB04676,Dansyllysine,drug,DrugBank
DB02452,Thymidine 5'-triphosphate,drug,DrugBank
DB02594,2'-Deoxycytidine,drug,DrugBank
DB03312,Brivudine,drug,DrugBank
DB04485,Thymidine,drug,DrugBank
DB06637,Dalfampridine,drug,DrugBank
DB06292,Dapagliflozin,drug,DrugBank
DB09038,Empagliflozin,drug,DrugBank
DB11827,Ertugliflozin,drug,DrugBank
DB00435,Nitric Oxide,drug,DrugBank
DB05885,Seletracetam,drug,DrugBank
DB00715,Paroxetine,drug,DrugBank
DB01049,Ergoloid mesylate,drug,DrugBank
DB01239,Chlorprothixene,drug,DrugBank
DB09304,Setiptiline,drug,DrugBank
DB11273,Dihydroergocornine,drug,DrugBank
DB12141,Gilteritinib,drug,DrugBank
DB13025,Tiapride,drug,DrugBank
DB13345,Dihydroergocristine,drug,DrugBank
DB01041,Thalidomide,drug,DrugBank
DB00675,Tamoxifen,drug,DrugBank
DB00776,Oxcarbazepine,drug,DrugBank
DB05541,Brivaracetam,drug,DrugBank
DB13269,Dichlorobenzyl alcohol,drug,DrugBank
DB13961,Fish oil,drug,DrugBank
DB01392,Yohimbine,drug,DrugBank
DB00131,Adenosine phosphate,drug,DrugBank
DB01168,Procarbazine,drug,DrugBank
DB01016,Glyburide,drug,DrugBank
DB09085,Tetracaine,drug,DrugBank
DB05015,Belinostat,drug,DrugBank
DB06603,Panobinostat,drug,DrugBank
DB12965,Silver,drug,DrugBank
DB14731,Tagraxofusp,drug,DrugBank
DB01110,Miconazole,drug,DrugBank
DB01043,Memantine,drug,DrugBank
DB00273,Topiramate,drug,DrugBank
DB00564,Carbamazepine,drug,DrugBank
DB01069,Promethazine,drug,DrugBank
DB09088,Amylocaine,drug,DrugBank
DB09342,Propoxycaine,drug,DrugBank
DB09345,Pramocaine,drug,DrugBank
DB13746,Bioallethrin,drug,DrugBank
DB15624,Halicin,drug,DrugBank
DB01133,Tiludronic acid,drug,DrugBank
DB06215,Ferumoxytol,drug,DrugBank
DB06784,Gallium citrate Ga-67,drug,DrugBank
DB00121,Biotin,drug,DrugBank
DB08872,Gabapentin enacarbil,drug,DrugBank
DB00714,Apomorphine,drug,DrugBank
DB01364,Ephedrine,drug,DrugBank
DB11098,Potassium bicarbonate,drug,DrugBank
DB13620,Potassium gluconate,drug,DrugBank
DB14500,Potassium,drug,DrugBank
DB00175,Pravastatin,drug,DrugBank
DB00345,Aminohippuric acid,drug,DrugBank
DB00529,Foscarnet,drug,DrugBank
DB00563,Methotrexate,drug,DrugBank
DB00627,Niacin,drug,DrugBank
DB00936,Salicylic acid,drug,DrugBank
DB01032,Probenecid,drug,DrugBank
DB01440,gamma-Hydroxybutyric acid,drug,DrugBank
DB01762,Acetoacetic acid,drug,DrugBank
DB03066,D-Lactic acid,drug,DrugBank
DB03166,Acetic acid,drug,DrugBank
DB03773,alpha-D-quinovopyranose,drug,DrugBank
DB04074,alpha-Ketoisovalerate,drug,DrugBank
DB04216,Quercetin,drug,DrugBank
DB04348,Taurocholic acid,drug,DrugBank
DB04398,Lactic acid,drug,DrugBank
DB04552,Niflumic acid,drug,DrugBank
DB08892,Arbaclofen Placarbil,drug,DrugBank
DB09498,Strontium chloride Sr-89,drug,DrugBank
DB00178,Ramipril,drug,DrugBank
DB00198,Oseltamivir,drug,DrugBank
DB00211,Midodrine,drug,DrugBank
DB00274,Cefmetazole,drug,DrugBank
DB00438,Ceftazidime,drug,DrugBank
DB00447,Loracarbef,drug,DrugBank
DB00456,Cefalotin,drug,DrugBank
DB00485,Dicloxacillin,drug,DrugBank
DB00492,Fosinopril,drug,DrugBank
DB00519,Trandolapril,drug,DrugBank
DB00535,Cefdinir,drug,DrugBank
DB00542,Benazepril,drug,DrugBank
DB00567,Cephalexin,drug,DrugBank
DB00584,Enalapril,drug,DrugBank
DB00671,Cefixime,drug,DrugBank
DB00672,Chlorpropamide,drug,DrugBank
DB00691,Moexipril,drug,DrugBank
DB00722,Lisinopril,drug,DrugBank
DB00790,Perindopril,drug,DrugBank
DB00833,Cefaclor,drug,DrugBank
DB00855,Aminolevulinic acid,drug,DrugBank
DB00881,Quinapril,drug,DrugBank
DB00968,Methyldopa,drug,DrugBank
DB01000,Cyclacillin,drug,DrugBank
DB01060,Amoxicillin,drug,DrugBank
DB01095,Fluvastatin,drug,DrugBank
DB01112,Cefuroxime,drug,DrugBank
DB01124,Tolbutamide,drug,DrugBank
DB01140,Cefadroxil,drug,DrugBank
DB01147,Cloxacillin,drug,DrugBank
DB01235,Levodopa,drug,DrugBank
DB01255,Lisdexamfetamine,drug,DrugBank
DB01332,Ceftizoxime,drug,DrugBank
DB01333,Cefradine,drug,DrugBank
DB01340,Cilazapril,drug,DrugBank
DB01348,Spirapril,drug,DrugBank
DB01413,Cefepime,drug,DrugBank
DB01415,Ceftibuten,drug,DrugBank
DB01610,Valganciclovir,drug,DrugBank
DB03424,Ubenimex,drug,DrugBank
DB08795,Azidocillin,drug,DrugBank
DB08836,Temocapril,drug,DrugBank
DB01914,D-glucose,drug,DrugBank
DB09341,"Dextrose, unspecified form",drug,DrugBank
DB09344,Invert sugar,drug,DrugBank
DB09502,Fludeoxyglucose (18F),drug,DrugBank
DB00586,Diclofenac,drug,DrugBank
DB00091,Cyclosporine,drug,DrugBank
DB01586,Ursodeoxycholic acid,drug,DrugBank
DB02123,Glycochenodeoxycholic Acid,drug,DrugBank
DB09237,Levamlodipine,drug,DrugBank
DB03904,Urea,drug,DrugBank
DB00432,Trifluridine,drug,DrugBank
DB00441,Gemcitabine,drug,DrugBank
DB00495,Zidovudine,drug,DrugBank
DB00900,Didanosine,drug,DrugBank
DB00943,Zalcitabine,drug,DrugBank
DB01033,Mercaptopurine,drug,DrugBank
DB09327,Tegafur-uracil,drug,DrugBank
DB00766,Clavulanic acid,drug,DrugBank
DB11127,Selenious acid,drug,DrugBank
DB09449,"Sodium phosphate, monobasic",drug,DrugBank
DB14502,"Sodium phosphate, dibasic",drug,DrugBank
DB14503,"Sodium phosphate, monobasic, unspecified form",drug,DrugBank
DB13178,Inositol,drug,DrugBank
DB05271,Rotigotine,drug,DrugBank
DB00268,Ropinirole,drug,DrugBank
DB00190,Carbidopa,drug,DrugBank
DB00494,Entacapone,drug,DrugBank
DB00413,Pramipexole,drug,DrugBank
DB01153,Sertaconazole,drug,DrugBank
DB00196,Fluconazole,drug,DrugBank
DB00793,Haloprogin,drug,DrugBank
DB00735,Naftifine,drug,DrugBank
DB01026,Ketoconazole,drug,DrugBank
DB00239,Oxiconazole,drug,DrugBank
DB06820,Sulconazole,drug,DrugBank
DB00741,Hydrocortisone,drug,DrugBank
DB01380,Cortisone acetate,drug,DrugBank
DB00443,Betamethasone,drug,DrugBank
DB01188,Ciclopirox,drug,DrugBank
DB01127,Econazole,drug,DrugBank
DB00525,Tolnaftate,drug,DrugBank
DB00257,Clotrimazole,drug,DrugBank
DB08933,Luliconazole,drug,DrugBank
DB09321,Zinc oxide,drug,DrugBank
DB04815,Clioquinol,drug,DrugBank
DB00400,Griseofulvin,drug,DrugBank
DB11117,Undecylenic acid,drug,DrugBank
DB01091,Butenafine,drug,DrugBank
DB00724,Imiquimod,drug,DrugBank
DB00105,Interferon alfa-2b,drug,DrugBank
DB09096,Benzoyl peroxide,drug,DrugBank
DB14123,Racementhol,drug,DrugBank
DB14156,Synthetic camphor,drug,DrugBank
DB11152,Trichloroacetate,drug,DrugBank
DB01179,Podofilox,drug,DrugBank
DB14086,Cianidanol,drug,DrugBank
DB14020,Benzoin,drug,DrugBank
DB03255,Phenol,drug,DrugBank
DB11085,Resorcinol,drug,DrugBank
DB00544,Fluorouracil,drug,DrugBank
DB00179,Masoprocol,drug,DrugBank
DB14512,Mometasone furoate,drug,DrugBank
DB00959,Methylprednisolone,drug,DrugBank
DB00588,Fluticasone propionate,drug,DrugBank
DB00983,Formoterol,drug,DrugBank
DB02703,Fusidic acid,drug,DrugBank
DB00591,Fluocinolone acetonide,drug,DrugBank
DB01260,Desonide,drug,DrugBank
DB00394,Beclomethasone dipropionate,drug,DrugBank
DB00249,Idoxuridine,drug,DrugBank
DB00635,Prednisone,drug,DrugBank
DB15566,Prednisolone acetate,drug,DrugBank
DB01222,Budesonide,drug,DrugBank
DB00860,Prednisolone,drug,DrugBank
DB14539,Hydrocortisone acetate,drug,DrugBank
DB01234,Dexamethasone,drug,DrugBank
DB00896,Rimexolone,drug,DrugBank
DB00324,Fluorometholone,drug,DrugBank
DB08906,Fluticasone furoate,drug,DrugBank
DB00180,Flunisolide,drug,DrugBank
DB00684,Tobramycin,drug,DrugBank
DB00634,Sulfacetamide,drug,DrugBank
DB00626,Bacitracin,drug,DrugBank
DB01410,Ciclesonide,drug,DrugBank
DB00620,Triamcinolone,drug,DrugBank
DB00222,Glimepiride,drug,DrugBank
DB00279,Liothyronine,drug,DrugBank
DB00331,Metformin,drug,DrugBank
DB06768,Ammonium lactate,drug,DrugBank
DB00451,Levothyroxine,drug,DrugBank
DB01261,Sitagliptin,drug,DrugBank
DB00547,Desoximetasone,drug,DrugBank
DB06335,Saxagliptin,drug,DrugBank
DB01047,Fluocinonide,drug,DrugBank
DB01067,Glipizide,drug,DrugBank
DB08869,Tesamorelin,drug,DrugBank
DB00663,Flumethasone,drug,DrugBank
DB00912,Repaglinide,drug,DrugBank
DB00839,Tolazamide,drug,DrugBank
DB00859,Penicillamine,drug,DrugBank
DB02362,Aminobenzoic acid,drug,DrugBank
DB00970,Dactinomycin,drug,DrugBank
DB05219,Crisaborole,drug,DrugBank
DB00341,Cetirizine,drug,DrugBank
DB09115,Diiodohydroxyquinoline,drug,DrugBank
DB01130,Prednicarbate,drug,DrugBank
DB00557,Hydroxyzine,drug,DrugBank
DB07615,Tranilast,drug,DrugBank
DB00288,Amcinonide,drug,DrugBank
